Configuration 3:  

1 - 2 	 T:  0.8400000000000001
36 - 64 	 T:  0.8778571428571429
36 - 65 	 T:  0.8765517241379309
36 - 66 	 T:  0.878
36 - 67 	 T:  0.8770967741935485
36 - 68 	 T:  0.8775000000000001
36 - 69 	 T:  0.8778787878787879
36 - 70 	 T:  0.8779411764705882
36 - 71 	 T:  0.8754285714285713
36 - 72 	 T:  0.877638888888889
36 - 73 	 T:  0.8779729729729729
36 - 74 	 T:  0.8755263157894739
36 - 75 	 T:  0.8756410256410257
36 - 76 	 T:  0.8778750000000002
36 - 77 	 T:  0.8775609756097562
36 - 78 	 T:  0.876309523809524
36 - 79 	 T:  0.876279069767442
36 - 80 	 T:  0.8778409090909091
36 - 81 	 T:  0.877888888888889
36 - 82 	 T:  0.877826086956522
36 - 83 	 T:  0.8777659574468087
36 - 84 	 T:  0.8779166666666667
36 - 85 	 T:  0.8777551020408164
36 - 86 	 T:  0.8775
36 - 87 	 T:  0.8778431372549022
36 - 88 	 T:  0.8776923076923077
36 - 89 	 T:  0.877735849056604
36 - 90 	 T:  0.8775925925925926
36 - 91 	 T:  0.8778181818181818
36 - 92 	 T:  0.8777678571428572
36 - 93 	 T:  0.877719298245614
36 - 94 	 T:  0.8775862068965519
36 - 95 	 T:  0.8775423728813561
36 - 96 	 T:  0.8780000000000001
36 - 97 	 T:  0.8770491803278688
36 - 98 	 T:  0.8776612903225808
36 - 99 	 T:  0.8776190476190477
36 - 100 	 T:  0.8775781250000001
36 - 101 	 T:  0.8775384615384616
36 - 102 	 T:  0.8775757575757576
36 - 103 	 T:  0.8776119402985074
36 - 104 	 T:  0.8773529411764706
36 - 105 	 T:  0.8773913043478262
36 - 106 	 T:  0.8776428571428572
36 - 107 	 T:  0.8775352112676057
36 - 108 	 T:  0.8776388888888889
36 - 109 	 T:  0.8776027397260273
36 - 110 	 T:  0.8776351351351352
36 - 111 	 T:  0.8773333333333333
36 - 112 	 T:  0.8774342105263159
36 - 113 	 T:  0.8775324675324676
36 - 114 	 T:  0.8776923076923078
37 - 38 	 T:  0.8699999999999974
37 - 39 	 T:  0.875
37 - 40 	 T:  0.8766666666666652
37 - 41 	 T:  0.8774999999999995
37 - 42 	 T:  0.8769999999999996
37 - 43 	 T:  0.8833333333333329
37 - 44 	 T:  0.8778571428571423
37 - 45 	 T:  0.8762499999999998
37 - 46 	 T:  0.8772222222222218
37 - 47 	 T:  0.8719999999999999
37 - 48 	 T:  0.8768181818181815
37 - 49 	 T:  0.8775000000000001
37 - 50 	 T:  0.8773076923076923
37 - 51 	 T:  0.875
37 - 52 	 T:  0.8789999999999997
37 - 53 	 T:  0.8778125000000001
37 - 54 	 T:  0.8779411764705881
37 - 55 	 T:  0.8761111111111108
37 - 56 	 T:  0.8778947368421053
37 - 57 	 T:  0.8774999999999998
37 - 58 	 T:  0.8778571428571427
37 - 59 	 T:  0.8754545454545454
37 - 60 	 T:  0.876304347826087
37 - 61 	 T:  0.8783333333333333
37 - 62 	 T:  0.8778
37 - 63 	 T:  0.8759615384615385
37 - 64 	 T:  0.8775925925925926
37 - 65 	 T:  0.8762499999999999
37 - 66 	 T:  0.8777586206896552
37 - 67 	 T:  0.8768333333333334
37 - 68 	 T:  0.8772580645161291
37 - 69 	 T:  0.87765625
37 - 70 	 T:  0.8777272727272726
37 - 71 	 T:  0.8751470588235293
37 - 72 	 T:  0.8774285714285714
37 - 73 	 T:  0.8777777777777778
37 - 74 	 T:  0.8752702702702704
37 - 75 	 T:  0.8753947368421052
37 - 76 	 T:  0.8776923076923078
37 - 77 	 T:  0.877375
37 - 78 	 T:  0.8760975609756098
37 - 79 	 T:  0.8760714285714286
37 - 80 	 T:  0.877674418604651
37 - 81 	 T:  0.8777272727272728
37 - 82 	 T:  0.8776666666666668
37 - 83 	 T:  0.877608695652174
37 - 84 	 T:  0.8777659574468084
37 - 85 	 T:  0.8776041666666666
37 - 86 	 T:  0.8773469387755101
37 - 87 	 T:  0.8777000000000001
37 - 88 	 T:  0.877549019607843
37 - 89 	 T:  0.877596153846154
37 - 90 	 T:  0.8774528301886791
37 - 91 	 T:  0.8776851851851851
37 - 92 	 T:  0.8776363636363635
37 - 93 	 T:  0.8775892857142856
37 - 94 	 T:  0.8774561403508772
37 - 95 	 T:  0.8774137931034482
37 - 96 	 T:  0.8778813559322034
37 - 97 	 T:  0.8769166666666666
37 - 98 	 T:  0.8775409836065574
37 - 99 	 T:  0.8775000000000001
37 - 100 	 T:  0.8774603174603175
37 - 101 	 T:  0.877421875
37 - 102 	 T:  0.8774615384615384
37 - 103 	 T:  0.8774999999999998
37 - 104 	 T:  0.8772388059701491
37 - 105 	 T:  0.8772794117647059
37 - 106 	 T:  0.8775362318840579
37 - 107 	 T:  0.8774285714285714
37 - 108 	 T:  0.8775352112676055
37 - 109 	 T:  0.8775
37 - 110 	 T:  0.8775342465753425
37 - 111 	 T:  0.8772297297297296
37 - 112 	 T:  0.8773333333333333
37 - 113 	 T:  0.8774342105263159
37 - 114 	 T:  0.8775974025974026
38 - 39 	 T:  0.8800000000000026
38 - 40 	 T:  0.879999999999999
38 - 41 	 T:  0.8800000000000002
38 - 42 	 T:  0.8787500000000001
38 - 43 	 T:  0.8859999999999999
38 - 44 	 T:  0.8791666666666664
38 - 45 	 T:  0.8771428571428572
38 - 46 	 T:  0.8781249999999998
38 - 47 	 T:  0.8722222222222223
38 - 48 	 T:  0.8774999999999998
38 - 49 	 T:  0.8781818181818185
38 - 50 	 T:  0.877916666666667
38 - 51 	 T:  0.8753846153846155
38 - 52 	 T:  0.879642857142857
38 - 53 	 T:  0.8783333333333336
38 - 54 	 T:  0.8784375
38 - 55 	 T:  0.876470588235294
38 - 56 	 T:  0.8783333333333334
38 - 57 	 T:  0.8778947368421053
38 - 58 	 T:  0.8782499999999999
38 - 59 	 T:  0.8757142857142858
38 - 60 	 T:  0.8765909090909093
38 - 61 	 T:  0.8786956521739131
38 - 62 	 T:  0.8781250000000002
38 - 63 	 T:  0.8762000000000001
38 - 64 	 T:  0.8778846153846155
38 - 65 	 T:  0.8764814814814814
38 - 66 	 T:  0.8780357142857144
38 - 67 	 T:  0.8770689655172415
38 - 68 	 T:  0.8775000000000001
38 - 69 	 T:  0.8779032258064517
38 - 70 	 T:  0.87796875
38 - 71 	 T:  0.8753030303030302
38 - 72 	 T:  0.8776470588235296
38 - 73 	 T:  0.8780000000000001
38 - 74 	 T:  0.8754166666666668
38 - 75 	 T:  0.8755405405405406
38 - 76 	 T:  0.8778947368421054
38 - 77 	 T:  0.8775641025641026
38 - 78 	 T:  0.8762500000000001
38 - 79 	 T:  0.8762195121951221
38 - 80 	 T:  0.8778571428571428
38 - 81 	 T:  0.8779069767441862
38 - 82 	 T:  0.8778409090909093
38 - 83 	 T:  0.877777777777778
38 - 84 	 T:  0.8779347826086956
38 - 85 	 T:  0.8777659574468085
38 - 86 	 T:  0.8775
38 - 87 	 T:  0.877857142857143
38 - 88 	 T:  0.8776999999999999
38 - 89 	 T:  0.8777450980392159
38 - 90 	 T:  0.8775961538461539
38 - 91 	 T:  0.8778301886792452
38 - 92 	 T:  0.8777777777777778
38 - 93 	 T:  0.8777272727272727
38 - 94 	 T:  0.8775892857142857
38 - 95 	 T:  0.8775438596491228
38 - 96 	 T:  0.8780172413793104
38 - 97 	 T:  0.8770338983050847
38 - 98 	 T:  0.8776666666666667
38 - 99 	 T:  0.8776229508196722
38 - 100 	 T:  0.8775806451612904
38 - 101 	 T:  0.8775396825396826
38 - 102 	 T:  0.877578125
38 - 103 	 T:  0.8776153846153846
38 - 104 	 T:  0.8773484848484847
38 - 105 	 T:  0.8773880597014926
38 - 106 	 T:  0.8776470588235294
38 - 107 	 T:  0.877536231884058
38 - 108 	 T:  0.8776428571428571
38 - 109 	 T:  0.8776056338028169
38 - 110 	 T:  0.877638888888889
38 - 111 	 T:  0.8773287671232874
38 - 112 	 T:  0.8774324324324325
38 - 113 	 T:  0.8775333333333333
38 - 114 	 T:  0.8776973684210528
39 - 40 	 T:  0.8799999999999955
39 - 41 	 T:  0.879999999999999
39 - 42 	 T:  0.8783333333333326
39 - 43 	 T:  0.8874999999999993
39 - 44 	 T:  0.8789999999999992
39 - 45 	 T:  0.8766666666666664
39 - 46 	 T:  0.8778571428571423
39 - 47 	 T:  0.8712499999999999
39 - 48 	 T:  0.8772222222222218
39 - 49 	 T:  0.8780000000000001
39 - 50 	 T:  0.8777272727272728
39 - 51 	 T:  0.875
39 - 52 	 T:  0.8796153846153842
39 - 53 	 T:  0.8782142857142858
39 - 54 	 T:  0.8783333333333332
39 - 55 	 T:  0.8762499999999998
39 - 56 	 T:  0.878235294117647
39 - 57 	 T:  0.8777777777777777
39 - 58 	 T:  0.8781578947368418
39 - 59 	 T:  0.8755
39 - 60 	 T:  0.8764285714285714
39 - 61 	 T:  0.8786363636363635
39 - 62 	 T:  0.8780434782608696
39 - 63 	 T:  0.8760416666666666
39 - 64 	 T:  0.8778
39 - 65 	 T:  0.8763461538461537
39 - 66 	 T:  0.877962962962963
39 - 67 	 T:  0.8769642857142858
39 - 68 	 T:  0.8774137931034482
39 - 69 	 T:  0.8778333333333334
39 - 70 	 T:  0.8779032258064515
39 - 71 	 T:  0.8751562499999999
39 - 72 	 T:  0.8775757575757576
39 - 73 	 T:  0.8779411764705882
39 - 74 	 T:  0.8752857142857144
39 - 75 	 T:  0.8754166666666667
39 - 76 	 T:  0.877837837837838
39 - 77 	 T:  0.8775
39 - 78 	 T:  0.8761538461538462
39 - 79 	 T:  0.876125
39 - 80 	 T:  0.8778048780487804
39 - 81 	 T:  0.877857142857143
39 - 82 	 T:  0.8777906976744188
39 - 83 	 T:  0.8777272727272728
39 - 84 	 T:  0.8778888888888888
39 - 85 	 T:  0.8777173913043478
39 - 86 	 T:  0.8774468085106382
39 - 87 	 T:  0.8778125000000001
39 - 88 	 T:  0.8776530612244897
39 - 89 	 T:  0.8777000000000001
39 - 90 	 T:  0.877549019607843
39 - 91 	 T:  0.8777884615384615
39 - 92 	 T:  0.8777358490566037
39 - 93 	 T:  0.8776851851851851
39 - 94 	 T:  0.8775454545454545
39 - 95 	 T:  0.8775000000000001
39 - 96 	 T:  0.8779824561403509
39 - 97 	 T:  0.8769827586206895
39 - 98 	 T:  0.8776271186440678
39 - 99 	 T:  0.8775833333333334
39 - 100 	 T:  0.8775409836065574
39 - 101 	 T:  0.8775000000000001
39 - 102 	 T:  0.8775396825396825
39 - 103 	 T:  0.8775781249999999
39 - 104 	 T:  0.8773076923076921
39 - 105 	 T:  0.8773484848484848
39 - 106 	 T:  0.8776119402985074
39 - 107 	 T:  0.8775000000000001
39 - 108 	 T:  0.8776086956521738
39 - 109 	 T:  0.8775714285714284
39 - 110 	 T:  0.877605633802817
39 - 111 	 T:  0.8772916666666666
39 - 112 	 T:  0.8773972602739726
39 - 113 	 T:  0.8775000000000001
39 - 114 	 T:  0.8776666666666667
40 - 41 	 T:  0.8800000000000026
40 - 42 	 T:  0.8775000000000013
40 - 43 	 T:  0.8900000000000006
40 - 44 	 T:  0.8787500000000001
40 - 45 	 T:  0.8760000000000006
40 - 46 	 T:  0.8775000000000001
40 - 47 	 T:  0.8700000000000004
40 - 48 	 T:  0.8768750000000001
40 - 49 	 T:  0.8777777777777784
40 - 50 	 T:  0.8775000000000006
40 - 51 	 T:  0.874545454545455
40 - 52 	 T:  0.8795833333333333
40 - 53 	 T:  0.8780769230769235
40 - 54 	 T:  0.8782142857142858
40 - 55 	 T:  0.876
40 - 56 	 T:  0.8781250000000003
40 - 57 	 T:  0.8776470588235296
40 - 58 	 T:  0.8780555555555556
40 - 59 	 T:  0.875263157894737
40 - 60 	 T:  0.8762500000000003
40 - 61 	 T:  0.8785714285714287
40 - 62 	 T:  0.8779545454545457
40 - 63 	 T:  0.8758695652173915
40 - 64 	 T:  0.8777083333333335
40 - 65 	 T:  0.8762000000000001
40 - 66 	 T:  0.8778846153846155
40 - 67 	 T:  0.876851851851852
40 - 68 	 T:  0.8773214285714287
40 - 69 	 T:  0.8777586206896554
40 - 70 	 T:  0.8778333333333334
40 - 71 	 T:  0.875
40 - 72 	 T:  0.8775000000000002
40 - 73 	 T:  0.877878787878788
40 - 74 	 T:  0.8751470588235297
40 - 75 	 T:  0.8752857142857144
40 - 76 	 T:  0.877777777777778
40 - 77 	 T:  0.8774324324324325
40 - 78 	 T:  0.8760526315789475
40 - 79 	 T:  0.8760256410256412
40 - 80 	 T:  0.87775
40 - 81 	 T:  0.8778048780487807
40 - 82 	 T:  0.8777380952380954
40 - 83 	 T:  0.8776744186046513
40 - 84 	 T:  0.8778409090909091
40 - 85 	 T:  0.8776666666666668
40 - 86 	 T:  0.8773913043478261
40 - 87 	 T:  0.8777659574468087
40 - 88 	 T:  0.8776041666666666
40 - 89 	 T:  0.8776530612244899
40 - 90 	 T:  0.8775
40 - 91 	 T:  0.8777450980392157
40 - 92 	 T:  0.8776923076923077
40 - 93 	 T:  0.8776415094339622
40 - 94 	 T:  0.8775000000000001
40 - 95 	 T:  0.8774545454545456
40 - 96 	 T:  0.8779464285714287
40 - 97 	 T:  0.8769298245614034
40 - 98 	 T:  0.8775862068965519
40 - 99 	 T:  0.8775423728813561
40 - 100 	 T:  0.8775000000000001
40 - 101 	 T:  0.8774590163934427
40 - 102 	 T:  0.8775000000000001
40 - 103 	 T:  0.8775396825396825
40 - 104 	 T:  0.8772656249999999
40 - 105 	 T:  0.8773076923076923
40 - 106 	 T:  0.8775757575757576
40 - 107 	 T:  0.8774626865671643
40 - 108 	 T:  0.8775735294117647
40 - 109 	 T:  0.8775362318840579
40 - 110 	 T:  0.8775714285714287
40 - 111 	 T:  0.8772535211267605
40 - 112 	 T:  0.8773611111111111
40 - 113 	 T:  0.8774657534246576
40 - 114 	 T:  0.8776351351351352
41 - 42 	 T:  0.875
41 - 43 	 T:  0.8949999999999996
41 - 44 	 T:  0.8783333333333326
41 - 45 	 T:  0.875
41 - 46 	 T:  0.8769999999999996
41 - 47 	 T:  0.8683333333333335
41 - 48 	 T:  0.8764285714285711
41 - 49 	 T:  0.8775000000000004
41 - 50 	 T:  0.8772222222222226
41 - 51 	 T:  0.8740000000000002
41 - 52 	 T:  0.8795454545454543
41 - 53 	 T:  0.877916666666667
41 - 54 	 T:  0.878076923076923
41 - 55 	 T:  0.8757142857142856
41 - 56 	 T:  0.8780000000000001
41 - 57 	 T:  0.8775
41 - 58 	 T:  0.8779411764705881
41 - 59 	 T:  0.875
41 - 60 	 T:  0.8760526315789475
41 - 61 	 T:  0.8785000000000001
41 - 62 	 T:  0.877857142857143
41 - 63 	 T:  0.8756818181818182
41 - 64 	 T:  0.877608695652174
41 - 65 	 T:  0.8760416666666666
41 - 66 	 T:  0.8778
41 - 67 	 T:  0.8767307692307693
41 - 68 	 T:  0.8772222222222223
41 - 69 	 T:  0.8776785714285715
41 - 70 	 T:  0.8777586206896552
41 - 71 	 T:  0.8748333333333332
41 - 72 	 T:  0.8774193548387098
41 - 73 	 T:  0.8778125000000001
41 - 74 	 T:  0.8750000000000002
41 - 75 	 T:  0.8751470588235295
41 - 76 	 T:  0.8777142857142859
41 - 77 	 T:  0.8773611111111111
41 - 78 	 T:  0.875945945945946
41 - 79 	 T:  0.875921052631579
41 - 80 	 T:  0.8776923076923077
41 - 81 	 T:  0.8777500000000001
41 - 82 	 T:  0.8776829268292684
41 - 83 	 T:  0.8776190476190477
41 - 84 	 T:  0.8777906976744185
41 - 85 	 T:  0.8776136363636364
41 - 86 	 T:  0.8773333333333333
41 - 87 	 T:  0.877717391304348
41 - 88 	 T:  0.8775531914893616
41 - 89 	 T:  0.8776041666666669
41 - 90 	 T:  0.8774489795918367
41 - 91 	 T:  0.8776999999999999
41 - 92 	 T:  0.8776470588235293
41 - 93 	 T:  0.8775961538461539
41 - 94 	 T:  0.8774528301886793
41 - 95 	 T:  0.8774074074074074
41 - 96 	 T:  0.877909090909091
41 - 97 	 T:  0.876875
41 - 98 	 T:  0.8775438596491228
41 - 99 	 T:  0.8775000000000001
41 - 100 	 T:  0.8774576271186442
41 - 101 	 T:  0.8774166666666667
41 - 102 	 T:  0.8774590163934426
41 - 103 	 T:  0.8775
41 - 104 	 T:  0.8772222222222221
41 - 105 	 T:  0.877265625
41 - 106 	 T:  0.8775384615384615
41 - 107 	 T:  0.8774242424242424
41 - 108 	 T:  0.8775373134328357
41 - 109 	 T:  0.8775
41 - 110 	 T:  0.877536231884058
41 - 111 	 T:  0.8772142857142856
41 - 112 	 T:  0.8773239436619719
41 - 113 	 T:  0.8774305555555556
41 - 114 	 T:  0.8776027397260273
42 - 43 	 T:  0.9149999999999991
42 - 44 	 T:  0.879999999999999
42 - 45 	 T:  0.875
42 - 46 	 T:  0.8774999999999995
42 - 47 	 T:  0.8670000000000002
42 - 48 	 T:  0.8766666666666664
42 - 49 	 T:  0.8778571428571433
42 - 50 	 T:  0.8775000000000004
42 - 51 	 T:  0.8738888888888892
42 - 52 	 T:  0.8799999999999997
42 - 53 	 T:  0.8781818181818185
42 - 54 	 T:  0.8783333333333333
42 - 55 	 T:  0.8757692307692306
42 - 56 	 T:  0.8782142857142858
42 - 57 	 T:  0.8776666666666666
42 - 58 	 T:  0.8781249999999998
42 - 59 	 T:  0.875
42 - 60 	 T:  0.8761111111111113
42 - 61 	 T:  0.8786842105263158
42 - 62 	 T:  0.8780000000000001
42 - 63 	 T:  0.8757142857142858
42 - 64 	 T:  0.8777272727272728
42 - 65 	 T:  0.8760869565217391
42 - 66 	 T:  0.8779166666666667
42 - 67 	 T:  0.8768
42 - 68 	 T:  0.8773076923076923
42 - 69 	 T:  0.8777777777777779
42 - 70 	 T:  0.8778571428571428
42 - 71 	 T:  0.8748275862068965
42 - 72 	 T:  0.8775000000000001
42 - 73 	 T:  0.8779032258064517
42 - 74 	 T:  0.8750000000000002
42 - 75 	 T:  0.8751515151515152
42 - 76 	 T:  0.877794117647059
42 - 77 	 T:  0.8774285714285714
42 - 78 	 T:  0.8759722222222224
42 - 79 	 T:  0.875945945945946
42 - 80 	 T:  0.8777631578947368
42 - 81 	 T:  0.877820512820513
42 - 82 	 T:  0.8777500000000001
42 - 83 	 T:  0.8776829268292684
42 - 84 	 T:  0.8778571428571428
42 - 85 	 T:  0.8776744186046512
42 - 86 	 T:  0.8773863636363636
42 - 87 	 T:  0.877777777777778
42 - 88 	 T:  0.8776086956521738
42 - 89 	 T:  0.8776595744680853
42 - 90 	 T:  0.8775
42 - 91 	 T:  0.8777551020408163
42 - 92 	 T:  0.8776999999999999
42 - 93 	 T:  0.8776470588235293
42 - 94 	 T:  0.8775000000000001
42 - 95 	 T:  0.8774528301886793
42 - 96 	 T:  0.8779629629629631
42 - 97 	 T:  0.8769090909090909
42 - 98 	 T:  0.8775892857142857
42 - 99 	 T:  0.8775438596491228
42 - 100 	 T:  0.8775000000000001
42 - 101 	 T:  0.8774576271186442
42 - 102 	 T:  0.8775
42 - 103 	 T:  0.8775409836065573
42 - 104 	 T:  0.877258064516129
42 - 105 	 T:  0.8773015873015874
42 - 106 	 T:  0.877578125
42 - 107 	 T:  0.8774615384615385
42 - 108 	 T:  0.8775757575757575
42 - 109 	 T:  0.8775373134328357
42 - 110 	 T:  0.8775735294117648
42 - 111 	 T:  0.8772463768115941
42 - 112 	 T:  0.8773571428571428
42 - 113 	 T:  0.8774647887323944
42 - 114 	 T:  0.877638888888889
43 - 44 	 T:  0.8449999999999989
43 - 45 	 T:  0.8550000000000004
43 - 46 	 T:  0.8649999999999997
43 - 47 	 T:  0.8550000000000004
43 - 48 	 T:  0.8689999999999998
43 - 49 	 T:  0.8716666666666674
43 - 50 	 T:  0.8721428571428577
43 - 51 	 T:  0.8687500000000004
43 - 52 	 T:  0.8761111111111108
43 - 53 	 T:  0.8745000000000005
43 - 54 	 T:  0.875
43 - 55 	 T:  0.8724999999999999
43 - 56 	 T:  0.8753846153846155
43 - 57 	 T:  0.875
43 - 58 	 T:  0.8756666666666665
43 - 59 	 T:  0.8725
43 - 60 	 T:  0.8738235294117649
43 - 61 	 T:  0.8766666666666667
43 - 62 	 T:  0.8760526315789475
43 - 63 	 T:  0.87375
43 - 64 	 T:  0.8759523809523811
43 - 65 	 T:  0.8743181818181818
43 - 66 	 T:  0.876304347826087
43 - 67 	 T:  0.8752083333333335
43 - 68 	 T:  0.8758000000000001
43 - 69 	 T:  0.876346153846154
43 - 70 	 T:  0.8764814814814814
43 - 71 	 T:  0.8733928571428571
43 - 72 	 T:  0.8762068965517242
43 - 73 	 T:  0.8766666666666668
43 - 74 	 T:  0.8737096774193551
43 - 75 	 T:  0.8739062500000001
43 - 76 	 T:  0.8766666666666669
43 - 77 	 T:  0.8763235294117647
43 - 78 	 T:  0.874857142857143
43 - 79 	 T:  0.8748611111111112
43 - 80 	 T:  0.8767567567567567
43 - 81 	 T:  0.8768421052631581
43 - 82 	 T:  0.876794871794872
43 - 83 	 T:  0.8767500000000001
43 - 84 	 T:  0.8769512195121951
43 - 85 	 T:  0.8767857142857144
43 - 86 	 T:  0.8765116279069767
43 - 87 	 T:  0.8769318181818183
43 - 88 	 T:  0.8767777777777778
43 - 89 	 T:  0.8768478260869567
43 - 90 	 T:  0.8767021276595744
43 - 91 	 T:  0.8769791666666666
43 - 92 	 T:  0.876938775510204
43 - 93 	 T:  0.8769
43 - 94 	 T:  0.876764705882353
43 - 95 	 T:  0.8767307692307693
43 - 96 	 T:  0.8772641509433963
43 - 97 	 T:  0.8762037037037037
43 - 98 	 T:  0.876909090909091
43 - 99 	 T:  0.8768750000000001
43 - 100 	 T:  0.876842105263158
43 - 101 	 T:  0.8768103448275862
43 - 102 	 T:  0.876864406779661
43 - 103 	 T:  0.8769166666666666
43 - 104 	 T:  0.876639344262295
43 - 105 	 T:  0.8766935483870968
43 - 106 	 T:  0.876984126984127
43 - 107 	 T:  0.8768750000000001
43 - 108 	 T:  0.8769999999999999
43 - 109 	 T:  0.876969696969697
43 - 110 	 T:  0.8770149253731344
43 - 111 	 T:  0.8766911764705881
43 - 112 	 T:  0.8768115942028986
43 - 113 	 T:  0.8769285714285715
43 - 114 	 T:  0.8771126760563381
44 - 45 	 T:  0.865000000000002
44 - 46 	 T:  0.875
44 - 47 	 T:  0.8583333333333343
44 - 48 	 T:  0.875
44 - 49 	 T:  0.877000000000001
44 - 50 	 T:  0.8766666666666675
44 - 51 	 T:  0.8721428571428577
44 - 52 	 T:  0.8799999999999999
44 - 53 	 T:  0.8777777777777784
44 - 54 	 T:  0.8780000000000001
44 - 55 	 T:  0.875
44 - 56 	 T:  0.877916666666667
44 - 57 	 T:  0.8773076923076923
44 - 58 	 T:  0.8778571428571428
44 - 59 	 T:  0.8743333333333335
44 - 60 	 T:  0.8756250000000003
44 - 61 	 T:  0.878529411764706
44 - 62 	 T:  0.877777777777778
44 - 63 	 T:  0.875263157894737
44 - 64 	 T:  0.8775000000000002
44 - 65 	 T:  0.8757142857142858
44 - 66 	 T:  0.8777272727272728
44 - 67 	 T:  0.876521739130435
44 - 68 	 T:  0.8770833333333335
44 - 69 	 T:  0.8776000000000002
44 - 70 	 T:  0.8776923076923077
44 - 71 	 T:  0.8744444444444445
44 - 72 	 T:  0.8773214285714287
44 - 73 	 T:  0.8777586206896554
44 - 74 	 T:  0.8746666666666669
44 - 75 	 T:  0.8748387096774195
44 - 76 	 T:  0.8776562500000002
44 - 77 	 T:  0.8772727272727273
44 - 78 	 T:  0.8757352941176473
44 - 79 	 T:  0.8757142857142859
44 - 80 	 T:  0.8776388888888889
44 - 81 	 T:  0.8777027027027029
44 - 82 	 T:  0.8776315789473687
44 - 83 	 T:  0.8775641025641028
44 - 84 	 T:  0.87775
44 - 85 	 T:  0.8775609756097562
44 - 86 	 T:  0.8772619047619047
44 - 87 	 T:  0.8776744186046513
44 - 88 	 T:  0.8775
44 - 89 	 T:  0.8775555555555558
44 - 90 	 T:  0.8773913043478261
44 - 91 	 T:  0.8776595744680851
44 - 92 	 T:  0.8776041666666666
44 - 93 	 T:  0.8775510204081632
44 - 94 	 T:  0.8774000000000001
44 - 95 	 T:  0.8773529411764707
44 - 96 	 T:  0.8778846153846155
44 - 97 	 T:  0.8767924528301887
44 - 98 	 T:  0.8775000000000001
44 - 99 	 T:  0.8774545454545456
44 - 100 	 T:  0.8774107142857144
44 - 101 	 T:  0.8773684210526317
44 - 102 	 T:  0.8774137931034482
44 - 103 	 T:  0.877457627118644
44 - 104 	 T:  0.8771666666666665
44 - 105 	 T:  0.8772131147540985
44 - 106 	 T:  0.8775000000000001
44 - 107 	 T:  0.8773809523809525
44 - 108 	 T:  0.8775
44 - 109 	 T:  0.8774615384615384
44 - 110 	 T:  0.8775000000000001
44 - 111 	 T:  0.8771641791044775
44 - 112 	 T:  0.8772794117647059
44 - 113 	 T:  0.8773913043478262
44 - 114 	 T:  0.8775714285714287
45 - 46 	 T:  0.884999999999998
45 - 47 	 T:  0.8550000000000004
45 - 48 	 T:  0.8783333333333326
45 - 49 	 T:  0.8800000000000008
45 - 50 	 T:  0.8790000000000007
45 - 51 	 T:  0.8733333333333336
45 - 52 	 T:  0.8821428571428568
45 - 53 	 T:  0.8793750000000005
45 - 54 	 T:  0.8794444444444444
45 - 55 	 T:  0.8759999999999998
45 - 56 	 T:  0.8790909090909093
45 - 57 	 T:  0.8783333333333333
45 - 58 	 T:  0.8788461538461536
45 - 59 	 T:  0.875
45 - 60 	 T:  0.8763333333333335
45 - 61 	 T:  0.879375
45 - 62 	 T:  0.878529411764706
45 - 63 	 T:  0.8758333333333334
45 - 64 	 T:  0.8781578947368422
45 - 65 	 T:  0.87625
45 - 66 	 T:  0.8783333333333333
45 - 67 	 T:  0.8770454545454546
45 - 68 	 T:  0.877608695652174
45 - 69 	 T:  0.8781250000000002
45 - 70 	 T:  0.8782
45 - 71 	 T:  0.8748076923076922
45 - 72 	 T:  0.8777777777777779
45 - 73 	 T:  0.8782142857142858
45 - 74 	 T:  0.8750000000000002
45 - 75 	 T:  0.8751666666666668
45 - 76 	 T:  0.8780645161290325
45 - 77 	 T:  0.87765625
45 - 78 	 T:  0.8760606060606062
45 - 79 	 T:  0.876029411764706
45 - 80 	 T:  0.8779999999999999
45 - 81 	 T:  0.8780555555555557
45 - 82 	 T:  0.8779729729729732
45 - 83 	 T:  0.8778947368421054
45 - 84 	 T:  0.878076923076923
45 - 85 	 T:  0.8778750000000001
45 - 86 	 T:  0.877560975609756
45 - 87 	 T:  0.8779761904761907
45 - 88 	 T:  0.8777906976744185
45 - 89 	 T:  0.8778409090909093
45 - 90 	 T:  0.8776666666666666
45 - 91 	 T:  0.8779347826086956
45 - 92 	 T:  0.8778723404255319
45 - 93 	 T:  0.8778125
45 - 94 	 T:  0.8776530612244898
45 - 95 	 T:  0.8776
45 - 96 	 T:  0.8781372549019608
45 - 97 	 T:  0.8770192307692307
45 - 98 	 T:  0.8777358490566038
45 - 99 	 T:  0.8776851851851852
45 - 100 	 T:  0.8776363636363637
45 - 101 	 T:  0.8775892857142857
45 - 102 	 T:  0.8776315789473684
45 - 103 	 T:  0.8776724137931033
45 - 104 	 T:  0.877372881355932
45 - 105 	 T:  0.8774166666666667
45 - 106 	 T:  0.8777049180327868
45 - 107 	 T:  0.8775806451612904
45 - 108 	 T:  0.8776984126984126
45 - 109 	 T:  0.8776562499999999
45 - 110 	 T:  0.8776923076923078
45 - 111 	 T:  0.8773484848484847
45 - 112 	 T:  0.8774626865671642
45 - 113 	 T:  0.8775735294117648
45 - 114 	 T:  0.8777536231884059
46 - 47 	 T:  0.8250000000000028
46 - 48 	 T:  0.875
46 - 49 	 T:  0.8783333333333351
46 - 50 	 T:  0.8775000000000013
46 - 51 	 T:  0.8710000000000008
